ZIP,YEAR,ORDINAL,INCOME GROUP,HOUSEHOLDS
92064,2011,7,"$100,000 to $124,999",1928
92064,2011,8,"$125,000 to $149,999",1259
92064,2011,9,"$150,000 to $199,999",2155
92064,2011,10,"$200,000 or more",1827
92064,2012,1,"Less than $15,000",1318
92064,2012,2,"$15,000 to $29,999",1393
92064,2012,3,"$30,000 to $44,999",1292
92064,2012,4,"$45,000 to $59,999",1607
92064,2012,5,"$60,000 to $74,999",1542
92064,2012,6,"$75,000 to $99,999",2311
92064,2012,7,"$100,000 to $124,999",1856
92064,2012,8,"$125,000 to $149,999",1200
92064,2012,9,"$150,000 to $199,999",2033
92064,2012,10,"$200,000 or more",1664
92064,2013,1,"Less than $15,000",1035
92064,2013,2,"$15,000 to $29,999",1444
92064,2013,3,"$30,000 to $44,999",1480
92064,2013,4,"$45,000 to $59,999",1547
92064,2013,5,"$60,000 to $74,999",1600
92064,2013,6,"$75,000 to $99,999",2254
92064,2013,7,"$100,000 to $124,999",1968
92064,2013,8,"$125,000 to $149,999",1256
92064,2013,9,"$150,000 to $199,999",2098
92064,2013,10,"$200,000 or more",1652
92064,2014,1,"Less than $15,000",944
92064,2014,2,"$15,000 to $29,999",1436
92064,2014,3,"$30,000 to $44,999",1560
92064,2014,4,"$45,000 to $59,999",1557
92064,2014,5,"$60,000 to $74,999",1424
92064,2014,6,"$75,000 to $99,999",2319
92064,2014,7,"$100,000 to $124,999",1906
92064,2014,8,"$125,000 to $149,999",1367
92064,2014,9,"$150,000 to $199,999",1981
92064,2014,10,"$200,000 or more",1823
92064,2015,1,"Less than $15,000",904
92064,2015,2,"$15,000 to $29,999",1391
92064,2015,3,"$30,000 to $44,999",1419
92064,2015,4,"$45,000 to $59,999",1409
92064,2015,5,"$60,000 to $74,999",1390
92064,2015,6,"$75,000 to $99,999",2404
92064,2015,7,"$100,000 to $124,999",2065
92064,2015,8,"$125,000 to $149,999",1386
92064,2015,9,"$150,000 to $199,999",1900
92064,2015,10,"$200,000 or more",2048
92064,2016,1,"Less than $15,000",837
92064,2016,2,"$15,000 to $29,999",1565
92064,2016,3,"$30,000 to $44,999",1465
92064,2016,4,"$45,000 to $59,999",1435
92064,2016,5,"$60,000 to $74,999",1365
92064,2016,6,"$75,000 to $99,999",2297
92064,2016,7,"$100,000 to $124,999",2096
92064,2016,8,"$125,000 to $149,999",1438
92064,2016,9,"$150,000 to $199,999",1761
92064,2016,10,"$200,000 or more",2099
92064,2017,1,"Less than $15,000",818
92064,2017,2,"$15,000 to $29,999",1427
92064,2017,3,"$30,000 to $44,999",1399
92064,2017,4,"$45,000 to $59,999",1422
92064,2017,5,"$60,000 to $74,999",1417
92064,2017,6,"$75,000 to $99,999",2309
92064,2017,7,"$100,000 to $124,999",2128
92064,2017,8,"$125,000 to $149,999",1430
92064,2017,9,"$150,000 to $199,999",1799
92064,2017,10,"$200,000 or more",2160
92064,2018,1,"Less than $15,000",871
92064,2018,2,"$15,000 to $29,999",1427
92064,2018,3,"$30,000 to $44,999",1375
92064,2018,4,"$45,000 to $59,999",1440
92064,2018,5,"$60,000 to $74,999",1388
92064,2018,6,"$75,000 to $99,999",2185
92064,2018,7,"$100,000 to $124,999",2056
92064,2018,8,"$125,000 to $149,999",1404
92064,2018,9,"$150,000 to $199,999",1820
92064,2018,10,"$200,000 or more",2341
92064,2019,1,"Less than $15,000",938
92064,2019,2,"$15,000 to $29,999",1280
92064,2019,3,"$30,000 to $44,999",1440
92064,2019,4,"$45,000 to $59,999",1460
92064,2019,5,"$60,000 to $74,999",1339
92064,2019,6,"$75,000 to $99,999",2174
92064,2019,7,"$100,000 to $124,999",2153
92064,2019,8,"$125,000 to $149,999",1322
92064,2019,9,"$150,000 to $199,999",1718
92064,2019,10,"$200,000 or more",2503
92065,2010,1,"Less than $15,000",922
92065,2010,2,"$15,000 to $29,999",1146
92065,2010,3,"$30,000 to $44,999",1605
92065,2010,4,"$45,000 to $59,999",1206
92065,2010,5,"$60,000 to $74,999",1039
92065,2010,6,"$75,000 to $99,999",1638
92065,2010,7,"$100,000 to $124,999",1475
92065,2010,8,"$125,000 to $149,999",975
92065,2010,9,"$150,000 to $199,999",1149
92065,2010,10,"$200,000 or more",720
92065,2011,1,"Less than $15,000",925
92065,2011,2,"$15,000 to $29,999",1152
92065,2011,3,"$30,000 to $44,999",1612
92065,2011,4,"$45,000 to $59,999",1192
92065,2011,5,"$60,000 to $74,999",1050
92065,2011,6,"$75,000 to $99,999",1649
92065,2011,7,"$100,000 to $124,999",1490
92065,2011,8,"$125,000 to $149,999",995
92065,2011,9,"$150,000 to $199,999",1161
92065,2011,10,"$200,000 or more",711
92065,2012,1,"Less than $15,000",1082
92065,2012,2,"$15,000 to $29,999",1380
92065,2012,3,"$30,000 to $44,999",1577
92065,2012,4,"$45,000 to $59,999",1247
92065,2012,5,"$60,000 to $74,999",1126
92065,2012,6,"$75,000 to $99,999",1597
92065,2012,7,"$100,000 to $124,999",1316
92065,2012,8,"$125,000 to $149,999",941
92065,2012,9,"$150,000 to $199,999",1004
92065,2012,10,"$200,000 or more",715
92065,2013,1,"Less than $15,000",961
92065,2013,2,"$15,000 to $29,999",1411
92065,2013,3,"$30,000 to $44,999",1577
92065,2013,4,"$45,000 to $59,999",1229
92065,2013,5,"$60,000 to $74,999",1189
92065,2013,6,"$75,000 to $99,999",1646
92065,2013,7,"$100,000 to $124,999",1176
92065,2013,8,"$125,000 to $149,999",995
92065,2013,9,"$150,000 to $199,999",1045
92065,2013,10,"$200,000 or more",856
92065,2014,1,"Less than $15,000",912
92065,2014,2,"$15,000 to $29,999",1234
92065,2014,3,"$30,000 to $44,999",1598
92065,2014,4,"$45,000 to $59,999",1286
92065,2014,5,"$60,000 to $74,999",1325
92065,2014,6,"$75,000 to $99,999",1648
92065,2014,7,"$100,000 to $124,999",1397
92065,2014,8,"$125,000 to $149,999",1010
92065,2014,9,"$150,000 to $199,999",836
92065,2014,10,"$200,000 or more",811
92065,2015,1,"Less than $15,000",880
92065,2015,2,"$15,000 to $29,999",1242
92065,2015,3,"$30,000 to $44,999",1455
92065,2015,4,"$45,000 to $59,999",1268
92065,2015,5,"$60,000 to $74,999",1241
92065,2015,6,"$75,000 to $99,999",1699
92065,2015,7,"$100,000 to $124,999",1549
92065,2015,8,"$125,000 to $149,999",955
92065,2015,9,"$150,000 to $199,999",864
92065,2015,10,"$200,000 or more",929
92065,2016,1,"Less than $15,000",809
92065,2016,2,"$15,000 to $29,999",1078
92065,2016,3,"$30,000 to $44,999",1425
92065,2016,4,"$45,000 to $59,999",1419
92065,2016,5,"$60,000 to $74,999",1355
92065,2016,6,"$75,000 to $99,999",1827
92065,2016,7,"$100,000 to $124,999",1559
92065,2016,8,"$125,000 to $149,999",894
92065,2016,9,"$150,000 to $199,999",814
92065,2016,10,"$200,000 or more",961
92065,2017,1,"Less than $15,000",698
92065,2017,2,"$15,000 to $29,999",1005
92065,2017,3,"$30,000 to $44,999",1386
92065,2017,4,"$45,000 to $59,999",1494
92065,2017,5,"$60,000 to $74,999",1358
92065,2017,6,"$75,000 to $99,999",1770
92065,2017,7,"$100,000 to $124,999",1598
92065,2017,8,"$125,000 to $149,999",889
92065,2017,9,"$150,000 to $199,999",863
92065,2017,10,"$200,000 or more",975
92065,2018,1,"Less than $15,000",631
92065,2018,2,"$15,000 to $29,999",906
92065,2018,3,"$30,000 to $44,999",1338
92065,2018,4,"$45,000 to $59,999",1536
92065,2018,5,"$60,000 to $74,999",1304
92065,2018,6,"$75,000 to $99,999",1778
92065,2018,7,"$100,000 to $124,999",1636
92065,2018,8,"$125,000 to $149,999",877
92065,2018,9,"$150,000 to $199,999",919
92065,2018,10,"$200,000 or more",1090
92065,2019,1,"Less than $15,000",634
92065,2019,2,"$15,000 to $29,999",880
92065,2019,3,"$30,000 to $44,999",1295
92065,2019,4,"$45,000 to $59,999",1400
92065,2019,5,"$60,000 to $74,999",1229
92065,2019,6,"$75,000 to $99,999",1811
92065,2019,7,"$100,000 to $124,999",1625
92065,2019,8,"$125,000 to $149,999",1040
92065,2019,9,"$150,000 to $199,999",1146
92065,2019,10,"$200,000 or more",1057
92066,2010,1,"Less than $15,000",18
92066,2010,2,"$15,000 to $29,999",21
92066,2010,3,"$30,000 to $44,999",35
92066,2010,4,"$45,000 to $59,999",18
92066,2010,5,"$60,000 to $74,999",24
92066,2010,6,"$75,000 to $99,999",6
92066,2010,7,"$100,000 to $124,999",16
92066,2010,8,"$125,000 to $149,999",0
92066,2010,9,"$150,000 to $199,999",1
92066,2010,10,"$200,000 or more",4
92066,2011,1,"Less than $15,000",31
92066,2011,2,"$15,000 to $29,999",18
92066,2011,3,"$30,000 to $44,999",26
92066,2011,4,"$45,000 to $59,999",15
92066,2011,5,"$60,000 to $74,999",20
92066,2011,6,"$75,000 to $99,999",11
92066,2011,7,"$100,000 to $124,999",7
92066,2011,8,"$125,000 to $149,999",3
92066,2011,9,"$150,000 to $199,999",3
92066,2011,10,"$200,000 or more",9
92066,2012,1,"Less than $15,000",36
92066,2012,2,"$15,000 to $29,999",18
92066,2012,3,"$30,000 to $44,999",32
92066,2012,4,"$45,000 to $59,999",14
92066,2012,5,"$60,000 to $74,999",13
92066,2012,6,"$75,000 to $99,999",13
92066,2012,7,"$100,000 to $124,999",8
92066,2012,8,"$125,000 to $149,999",2
92066,2012,9,"$150,000 to $199,999",3
92066,2012,10,"$200,000 or more",4
92066,2013,1,"Less than $15,000",38
92066,2013,2,"$15,000 to $29,999",29
92066,2013,3,"$30,000 to $44,999",27
92066,2013,4,"$45,000 to $59,999",10
92066,2013,5,"$60,000 to $74,999",16
92066,2013,6,"$75,000 to $99,999",12
92066,2013,7,"$100,000 to $124,999",3
92066,2013,8,"$125,000 to $149,999",3
92066,2013,9,"$150,000 to $199,999",2
92066,2013,10,"$200,000 or more",3
92066,2014,1,"Less than $15,000",24
92066,2014,2,"$15,000 to $29,999",41
92066,2014,3,"$30,000 to $44,999",24
92066,2014,4,"$45,000 to $59,999",18
92066,2014,5,"$60,000 to $74,999",18
92066,2014,6,"$75,000 to $99,999",12
92066,2014,7,"$100,000 to $124,999",1
92066,2014,8,"$125,000 to $149,999",0
92066,2014,9,"$150,000 to $199,999",0
92066,2014,10,"$200,000 or more",5
92066,2015,1,"Less than $15,000",27
92066,2015,2,"$15,000 to $29,999",37
92066,2015,3,"$30,000 to $44,999",18
92066,2015,4,"$45,000 to $59,999",23
92066,2015,5,"$60,000 to $74,999",5
92066,2015,6,"$75,000 to $99,999",14
92066,2015,7,"$100,000 to $124,999",7
92066,2015,8,"$125,000 to $149,999",4
92066,2015,9,"$150,000 to $199,999",3
92066,2015,10,"$200,000 or more",6
92066,2016,1,"Less than $15,000",27
92066,2016,2,"$15,000 to $29,999",24
92066,2016,3,"$30,000 to $44,999",21
92066,2016,4,"$45,000 to $59,999",18
92066,2016,5,"$60,000 to $74,999",17
92066,2016,6,"$75,000 to $99,999",20
92066,2016,7,"$100,000 to $124,999",13
92066,2016,8,"$125,000 to $149,999",1
92066,2016,9,"$150,000 to $199,999",2
92066,2016,10,"$200,000 or more",3
92066,2017,1,"Less than $15,000",23
92066,2017,2,"$15,000 to $29,999",32
92066,2017,3,"$30,000 to $44,999",20
92066,2017,4,"$45,000 to $59,999",17
92066,2017,5,"$60,000 to $74,999",11
92066,2017,6,"$75,000 to $99,999",13
92066,2017,7,"$100,000 to $124,999",12
92066,2017,8,"$125,000 to $149,999",5
92066,2017,9,"$150,000 to $199,999",3
92066,2017,10,"$200,000 or more",9
92066,2018,1,"Less than $15,000",30
92066,2018,2,"$15,000 to $29,999",26
92066,2018,3,"$30,000 to $44,999",22
92066,2018,4,"$45,000 to $59,999",13
92066,2018,5,"$60,000 to $74,999",7
92066,2018,6,"$75,000 to $99,999",17
92066,2018,7,"$100,000 to $124,999",13
92066,2018,8,"$125,000 to $149,999",5
92066,2018,9,"$150,000 to $199,999",3
92066,2018,10,"$200,000 or more",9
92066,2019,1,"Less than $15,000",26
92066,2019,2,"$15,000 to $29,999",24
92066,2019,3,"$30,000 to $44,999",25
92066,2019,4,"$45,000 to $59,999",13
92066,2019,5,"$60,000 to $74,999",11
92066,2019,6,"$75,000 to $99,999",18
92066,2019,7,"$100,000 to $124,999",16
92066,2019,8,"$125,000 to $149,999",5
92066,2019,9,"$150,000 to $199,999",6
92066,2019,10,"$200,000 or more",2
92067,2010,1,"Less than $15,000",349
92067,2010,2,"$15,000 to $29,999",268
92067,2010,3,"$30,000 to $44,999",207
92067,2010,4,"$45,000 to $59,999",193
92067,2010,5,"$60,000 to $74,999",111
92067,2010,6,"$75,000 to $99,999",199
92067,2010,7,"$100,000 to $124,999",351
92067,2010,8,"$125,000 to $149,999",238
92067,2010,9,"$150,000 to $199,999",306
92067,2010,10,"$200,000 or more",1082
92067,2011,1,"Less than $15,000",349
92067,2011,2,"$15,000 to $29,999",282
92067,2011,3,"$30,000 to $44,999",200
92067,2011,4,"$45,000 to $59,999",203
92067,2011,5,"$60,000 to $74,999",110
92067,2011,6,"$75,000 to $99,999",192
92067,2011,7,"$100,000 to $124,999",355
92067,2011,8,"$125,000 to $149,999",242
92067,2011,9,"$150,000 to $199,999",299
92067,2011,10,"$200,000 or more",1094
92067,2012,1,"Less than $15,000",413
92067,2012,2,"$15,000 to $29,999",332
92067,2012,3,"$30,000 to $44,999",170
92067,2012,4,"$45,000 to $59,999",180
92067,2012,5,"$60,000 to $74,999",170
92067,2012,6,"$75,000 to $99,999",197
92067,2012,7,"$100,000 to $124,999",273
92067,2012,8,"$125,000 to $149,999",239
92067,2012,9,"$150,000 to $199,999",326
92067,2012,10,"$200,000 or more",1076
92067,2013,1,"Less than $15,000",352
92067,2013,2,"$15,000 to $29,999",302
92067,2013,3,"$30,000 to $44,999",178
92067,2013,4,"$45,000 to $59,999",250
92067,2013,5,"$60,000 to $74,999",136
92067,2013,6,"$75,000 to $99,999",220
92067,2013,7,"$100,000 to $124,999",304
92067,2013,8,"$125,000 to $149,999",271
92067,2013,9,"$150,000 to $199,999",400
92067,2013,10,"$200,000 or more",1012
92067,2014,1,"Less than $15,000",303
92067,2014,2,"$15,000 to $29,999",299
92067,2014,3,"$30,000 to $44,999",194
92067,2014,4,"$45,000 to $59,999",298
92067,2014,5,"$60,000 to $74,999",200
92067,2014,6,"$75,000 to $99,999",265
92067,2014,7,"$100,000 to $124,999",303
92067,2014,8,"$125,000 to $149,999",210
92067,2014,9,"$150,000 to $199,999",391
92067,2014,10,"$200,000 or more",963
92067,2015,1,"Less than $15,000",326
92067,2015,2,"$15,000 to $29,999",294
92067,2015,3,"$30,000 to $44,999",242
92067,2015,4,"$45,000 to $59,999",236
92067,2015,5,"$60,000 to $74,999",229
92067,2015,6,"$75,000 to $99,999",307
92067,2015,7,"$100,000 to $124,999",267
92067,2015,8,"$125,000 to $149,999",207
92067,2015,9,"$150,000 to $199,999",461
92067,2015,10,"$200,000 or more",876
92067,2016,1,"Less than $15,000",217
92067,2016,2,"$15,000 to $29,999",300
92067,2016,3,"$30,000 to $44,999",221
92067,2016,4,"$45,000 to $59,999",280
92067,2016,5,"$60,000 to $74,999",253
92067,2016,6,"$75,000 to $99,999",322
92067,2016,7,"$100,000 to $124,999",262
92067,2016,8,"$125,000 to $149,999",223
92067,2016,9,"$150,000 to $199,999",440
92067,2016,10,"$200,000 or more",991
92067,2017,1,"Less than $15,000",189
92067,2017,2,"$15,000 to $29,999",281
92067,2017,3,"$30,000 to $44,999",251
92067,2017,4,"$45,000 to $59,999",311
92067,2017,5,"$60,000 to $74,999",197
92067,2017,6,"$75,000 to $99,999",304
92067,2017,7,"$100,000 to $124,999",316
92067,2017,8,"$125,000 to $149,999",233
92067,2017,9,"$150,000 to $199,999",459
92067,2017,10,"$200,000 or more",962
92067,2018,1,"Less than $15,000",162
92067,2018,2,"$15,000 to $29,999",348
92067,2018,3,"$30,000 to $44,999",249
92067,2018,4,"$45,000 to $59,999",258
92067,2018,5,"$60,000 to $74,999",187
92067,2018,6,"$75,000 to $99,999",360
92067,2018,7,"$100,000 to $124,999",313
92067,2018,8,"$125,000 to $149,999",227
92067,2018,9,"$150,000 to $199,999",463
92067,2018,10,"$200,000 or more",972
92067,2019,1,"Less than $15,000",223
92067,2019,2,"$15,000 to $29,999",237
92067,2019,3,"$30,000 to $44,999",229
92067,2019,4,"$45,000 to $59,999",270
92067,2019,5,"$60,000 to $74,999",204
92067,2019,6,"$75,000 to $99,999",373
92067,2019,7,"$100,000 to $124,999",240
92067,2019,8,"$125,000 to $149,999",246
92067,2019,9,"$150,000 to $199,999",521
92067,2019,10,"$200,000 or more",1040
92069,2010,1,"Less than $15,000",1201
92069,2010,2,"$15,000 to $29,999",2218
92069,2010,3,"$30,000 to $44,999",2400
92069,2010,4,"$45,000 to $59,999",1731
92069,2010,5,"$60,000 to $74,999",1631
92069,2010,6,"$75,000 to $99,999",1520
92069,2010,7,"$100,000 to $124,999",1233
92069,2010,8,"$125,000 to $149,999",722
92069,2010,9,"$150,000 to $199,999",665
92069,2010,10,"$200,000 or more",580
92069,2011,1,"Less than $15,000",1188
92069,2011,2,"$15,000 to $29,999",2279
92069,2011,3,"$30,000 to $44,999",2436
92069,2011,4,"$45,000 to $59,999",1733
92069,2011,5,"$60,000 to $74,999",1660
92069,2011,6,"$75,000 to $99,999",1518
92069,2011,7,"$100,000 to $124,999",1228
92069,2011,8,"$125,000 to $149,999",727
92069,2011,9,"$150,000 to $199,999",645
92069,2011,10,"$200,000 or more",580
92069,2012,1,"Less than $15,000",1496
92069,2012,2,"$15,000 to $29,999",2456
92069,2012,3,"$30,000 to $44,999",2569
92069,2012,4,"$45,000 to $59,999",1805
92069,2012,5,"$60,000 to $74,999",1619
92069,2012,6,"$75,000 to $99,999",1423
92069,2012,7,"$100,000 to $124,999",1020
92069,2012,8,"$125,000 to $149,999",674
92069,2012,9,"$150,000 to $199,999",669
92069,2012,10,"$200,000 or more",463
92069,2013,1,"Less than $15,000",1823
92069,2013,2,"$15,000 to $29,999",2384
92069,2013,3,"$30,000 to $44,999",2624
92069,2013,4,"$45,000 to $59,999",1942
92069,2013,5,"$60,000 to $74,999",1455
92069,2013,6,"$75,000 to $99,999",1279
92069,2013,7,"$100,000 to $124,999",923
92069,2013,8,"$125,000 to $149,999",737
92069,2013,9,"$150,000 to $199,999",712
92069,2013,10,"$200,000 or more",401
92069,2014,1,"Less than $15,000",1744
92069,2014,2,"$15,000 to $29,999",2332
92069,2014,3,"$30,000 to $44,999",2544
92069,2014,4,"$45,000 to $59,999",2146
92069,2014,5,"$60,000 to $74,999",1433
92069,2014,6,"$75,000 to $99,999",1367
92069,2014,7,"$100,000 to $124,999",912
92069,2014,8,"$125,000 to $149,999",738
92069,2014,9,"$150,000 to $199,999",663
92069,2014,10,"$200,000 or more",476
92069,2015,1,"Less than $15,000",1952
92069,2015,2,"$15,000 to $29,999",2186
92069,2015,3,"$30,000 to $44,999",2255
92069,2015,4,"$45,000 to $59,999",1814
92069,2015,5,"$60,000 to $74,999",1373
92069,2015,6,"$75,000 to $99,999",1848
92069,2015,7,"$100,000 to $124,999",1250
92069,2015,8,"$125,000 to $149,999",702
92069,2015,9,"$150,000 to $199,999",726
92069,2015,10,"$200,000 or more",528
92069,2016,1,"Less than $15,000",1782
92069,2016,2,"$15,000 to $29,999",2204
92069,2016,3,"$30,000 to $44,999",2095
92069,2016,4,"$45,000 to $59,999",2003
92069,2016,5,"$60,000 to $74,999",1463
92069,2016,6,"$75,000 to $99,999",1902
92069,2016,7,"$100,000 to $124,999",1433
92069,2016,8,"$125,000 to $149,999",764
92069,2016,9,"$150,000 to $199,999",684
92069,2016,10,"$200,000 or more",529
92069,2017,1,"Less than $15,000",1563
92069,2017,2,"$15,000 to $29,999",2096
92069,2017,3,"$30,000 to $44,999",2055
92069,2017,4,"$45,000 to $59,999",1979
92069,2017,5,"$60,000 to $74,999",1517
92069,2017,6,"$75,000 to $99,999",1926
92069,2017,7,"$100,000 to $124,999",1661
92069,2017,8,"$125,000 to $149,999",859
92069,2017,9,"$150,000 to $199,999",717
92069,2017,10,"$200,000 or more",557
92069,2018,1,"Less than $15,000",1324
92069,2018,2,"$15,000 to $29,999",2219
92069,2018,3,"$30,000 to $44,999",1680
92069,2018,4,"$45,000 to $59,999",2016
92069,2018,5,"$60,000 to $74,999",1528
92069,2018,6,"$75,000 to $99,999",2151
92069,2018,7,"$100,000 to $124,999",1694
92069,2018,8,"$125,000 to $149,999",851
92069,2018,9,"$150,000 to $199,999",864
92069,2018,10,"$200,000 or more",846
92069,2019,1,"Less than $15,000",1440
92069,2019,2,"$15,000 to $29,999",2084
92069,2019,3,"$30,000 to $44,999",1857
92069,2019,4,"$45,000 to $59,999",1938
92069,2019,5,"$60,000 to $74,999",1388
92069,2019,6,"$75,000 to $99,999",2063
92069,2019,7,"$100,000 to $124,999",1811
92069,2019,8,"$125,000 to $149,999",955
92069,2019,9,"$150,000 to $199,999",1007
92069,2019,10,"$200,000 or more",975
92070,2010,1,"Less than $15,000",51
92070,2010,2,"$15,000 to $29,999",50
92070,2010,3,"$30,000 to $44,999",59
92070,2010,4,"$45,000 to $59,999",37
92070,2010,5,"$60,000 to $74,999",37
92070,2010,6,"$75,000 to $99,999",24
92070,2010,7,"$100,000 to $124,999",31
92070,2010,8,"$125,000 to $149,999",13
92070,2010,9,"$150,000 to $199,999",15
92070,2010,10,"$200,000 or more",19
92070,2011,1,"Less than $15,000",47
92070,2011,2,"$15,000 to $29,999",55
92070,2011,3,"$30,000 to $44,999",64
92070,2011,4,"$45,000 to $59,999",34
92070,2011,5,"$60,000 to $74,999",48
92070,2011,6,"$75,000 to $99,999",23
92070,2011,7,"$100,000 to $124,999",32
